Année;Code EPCI;Libellé EPCI;Code département;Libellé département;Code région;Libellé région;Consommation agriculture (MWh);Consommation industrie (MWh);Consommation résidentiel (MWh);Consommation tertiaire (MWh);Consommation autre (MWh);Consommation totale (MWh);Opérateur;Consommation électricité agriculture (MWh);Consommation électricité industrie (MWh);Consommation électricité résidentiel (MWh);Consommation électricité tertiaire (MWh);Consommation électricité autre (MWh);Consommation électricité totale (MWh);Opérateur électricité;Consommation gaz agriculture (MWh);Consommation gaz industrie (MWh);Consommation gaz résidentiel (MWh);Consommation gaz tertiaire (MWh);Consommation gaz autre (MWh);Consommation gaz totale (MWh);Opérateur gaz;Géo-shape EPCI;Géo-point EPCI;a_masquer
2012;244500468;Orléans Métropole;45;Loiret;24;Centre-Val de Loire;71932.4;1226971.48;1979077.58;1085634.56;17988.2;4381604.22;RTE,Enedis,GRDF,NaTran;4255.4;352899.85;813213.58;618587.5599999999;12271.2;1801227.59;RTE,Enedis;67677.0;874071.63;1165864.0;467047.0;5717.0;2580376.63;GRDF,NaTran;"{""coordinates"": [[[[2.001085165, 47.788471475], [1.996510661, 47.793499025], [1.992967275, 47.796231916], [1.992310278, 47.793257756], [1.99019295, 47.79326653], [1.989128576, 47.794239357], [1.988307521, 47.796042362], [1.986387161, 47.796364203], [1.986154732, 47.79748551], [1.982920719, 47.798179361], [1.979629596, 47.799338875], [1.978445453, 47.798114331], [1.976147104, 47.798356201], [1.972926933, 47.798184906], [1.967205843, 47.799536974], [1.968418185, 47.79571324], [1.970930091, 47.790227623], [1.969021123, 47.78824322], [1.96468907, 47.787382327], [1.965060632, 47.78166905], [1.964852397, 47.781046137], [1.966702235, 47.779382871], [1.966714547, 47.778679996], [1.964106069, 47.777125876], [1.959337081, 47.76144145], [1.953952138, 47.760340334], [1.950877651, 47.760212016], [1.947477024, 47.761928629], [1.945353479, 47.762447794], [1.940470454, 47.766521754], [1.937857983, 47.765971521], [1.925480489, 47.764979193], [1.924344901, 47.772352437], [1.914941648, 47.782922164], [1.923299275, 47.78384448], [1.926613234, 47.782428413], [1.927175328, 47.78760289], [1.926470944, 47.790474981], [1.924539034, 47.792548212], [1.922215245, 47.795759139], [1.921201445, 47.800497857], [1.92066239, 47.801320987], [1.920877984, 47.805115999], [1.922708081, 47.805329057], [1.924432501, 47.808456536], [1.920586606, 47.809401388], [1.923275053, 47.812301924], [1.921798992, 47.813003033], [1.918729169, 47.815653441], [1.919006212, 47.817144752], [1.920736219, 47.820795268], [1.919950748, 47.823211981], [1.92290721, 47.823867442], [1.919295185, 47.830412954], [1.91587828, 47.829510127], [1.914570771, 47.831682544], [1.913021127, 47.831373861], [1.912754446, 47.830426296], [1.910960456, 47.83043305], [1.911971453, 47.827079702], [1.909686466, 47.82600627], [1.905518228, 47.830328373], [1.905410937, 47.832618098], [1.906034257, 47.833573508], [1.899837954, 47.833524539], [1.897694915, 47.834048968], [1.893627025, 47.834435501], [1.888083133, 47.836360562], [1.886814768, 47.834494344], [1.888107176, 47.831823435], [1.885702209, 47.832469374], [1.877337388, 47.833136665], [1.870708546, 47.833440252], [1.860935381, 47.832687756], [1.857721386, 47.831959818], [1.854817173, 47.832182618], [1.850635946, 47.830877071], [1.847535244, 47.830853838], [1.84507462, 47.829979034], [1.840081811, 47.829376189], [1.835858684, 47.82830102], [1.831222113, 47.826644609], [1.824648078, 47.831867899], [1.821120969, 47.835759635], [1.817366971, 47.836846063], [1.81425501, 47.838090982], [1.810704412, 47.839095545], [1.810129967, 47.840150936], [1.808295747, 47.841398753], [1.809609329, 47.842444507], [1.811967445, 47.841385598], [1.815850428, 47.841850614], [1.819293148, 47.841131942], [1.817145951, 47.844375859], [1.813587496, 47.846375037], [1.810817037, 47.848643126], [1.809385249, 47.849284772], [1.807369695, 47.850970877], [1.801681107, 47.857018242], [1.805676467, 47.859135495], [1.804413513, 47.860401661], [1.80898583, 47.861558876], [1.812098778, 47.862849658], [1.809818885, 47.863479117], [1.805139522, 47.86356477], [1.801954905, 47.86326317], [1.802057259, 47.864774564], [1.805453126, 47.865917193], [1.811978822, 47.869410971], [1.811182674, 47.875518071], [1.810280762, 47.875228106], [1.808519671, 47.877814175], [1.80670351, 47.878377175], [1.804979537, 47.881025671], [1.802299726, 47.884398854], [1.803069651, 47.884909851], [1.804529705, 47.887338736], [1.806965457, 47.888159184], [1.805605204, 47.889795189], [1.80604886, 47.891073307], [1.808164416, 47.891798661], [1.807531239, 47.892700405], [1.810821677, 47.894093789], [1.809013952, 47.895748697], [1.808880645, 47.896500704], [1.806403515, 47.896192924], [1.805012694, 47.898879888], [1.797937778, 47.898460241], [1.795055458, 47.89860711], [1.793564991, 47.900879786], [1.793789162, 47.902383406], [1.788955886, 47.905426297], [1.786628111, 47.905715491], [1.780849817, 47.907031849], [1.778418238, 47.908743713], [1.775792035, 47.911167253], [1.773613099, 47.912127394], [1.772402145, 47.913604355], [1.769580048, 47.915850193], [1.769028139, 47.917421327], [1.767585963, 47.91817756], [1.774772136, 47.918349048], [1.772213893, 47.919775039], [1.7729577, 47.922062672], [1.774621289, 47.923954867], [1.776135222, 47.92485091], [1.78079696, 47.926295377], [1.784554017, 47.926730335], [1.785742746, 47.927217859], [1.788472318, 47.929666293], [1.784848106, 47.93447296], [1.783276431, 47.935492656], [1.783195663, 47.937904862], [1.782100723, 47.93775671], [1.78013004, 47.943015969], [1.778262961, 47.948762285], [1.77676279, 47.951363116], [1.774052981, 47.953193477], [1.773379196, 47.954809229], [1.774176947, 47.955308075], [1.774823017, 47.95755952], [1.774542479, 47.958682549], [1.772873115, 47.960178105], [1.773647348, 47.961407541], [1.775493508, 47.962121617], [1.778896471, 47.966403395], [1.780190714, 47.967292567], [1.787564489, 47.962247632], [1.790362033, 47.96320889], [1.789654879, 47.96436536], [1.795931354, 47.965866267], [1.799033394, 47.966297611], [1.799874791, 47.968616588], [1.804639779, 47.96924655], [1.807943237, 47.969911012], [1.807529583, 47.972154191], [1.808094447, 47.97284304], [1.813006973, 47.973609157], [1.820147011, 47.963606995], [1.823501244, 47.959921678], [1.825921931, 47.956683258], [1.826693143, 47.95646685], [1.835152071, 47.95761842], [1.842161727, 47.959620041], [1.842442458, 47.960325729], [1.84139272, 47.962741866], [1.847952824, 47.963641562], [1.849916026, 47.964692214], [1.849420984, 47.967558451], [1.854976736, 47.968144604], [1.857288212, 47.969031114], [1.858932157, 47.970174808], [1.865508029, 47.971207764], [1.869770785, 47.96413145], [1.871090269, 47.9670503], [1.874498955, 47.968975723], [1.877508424, 47.966092929], [1.878936833, 47.965720449], [1.887687859, 47.966931294], [1.888873935, 47.967952329], [1.897719341, 47.965424642], [1.903181352, 47.965761031], [1.908254726, 47.965319544], [1.913502674, 47.965248459], [1.919835044, 47.964767701], [1.922073462, 47.970281925], [1.929241721, 47.969448313], [1.929722506, 47.970992608], [1.931497586, 47.974021981], [1.935160599, 47.983034557], [1.935430147, 47.9886368], [1.935839959, 47.990328006], [1.936866736, 47.991876286], [1.939807838, 47.994115021], [1.943083649, 47.995921088], [1.94580389, 47.998501476], [1.947776092, 48.000948207], [1.948114354, 48.000863933], [1.956702327, 48.003710568], [1.958006844, 48.004341319], [1.961624185, 48.003633511], [1.962905699, 48.004209105], [1.965202266, 48.004313025], [1.967896476, 48.002936313], [1.969914926, 48.002650707], [1.974016693, 48.003851128], [1.974654675, 48.007750918], [1.976309994, 48.007733832], [1.979479958, 48.009432633], [1.981627257, 48.008104865], [1.984077741, 48.007186469], [1.987226086, 48.010939525], [1.990967999, 48.012848125], [1.996076757, 48.012787423], [2.001540625, 48.013312696], [2.003352487, 48.012611675], [2.003527388, 48.011156996], [2.001749309, 48.010423744], [1.999484866, 48.01009312], [1.994982037, 48.00827459], [1.996594362, 48.005641511], [1.998722035, 48.004327666], [1.997421453, 48.001550047], [1.994711838, 48.000602643], [1.993962845, 47.999793455], [1.990446004, 47.993926019], [1.989045226, 47.992430808], [1.992392566, 47.990979047], [1.992635654, 47.983479703], [1.99254039, 47.980662805], [1.9956691, 47.980659866], [2.001648124, 47.974367609], [2.003120641, 47.972112108], [2.004858548, 47.972704628], [2.011022459, 47.971050238], [2.016934212, 47.970397816], [2.018902465, 47.972815446], [2.021077157, 47.974442762], [2.025525207, 47.9755597], [2.029027473, 47.975268273], [2.030763515, 47.974370903], [2.034093495, 47.973377712], [2.034641447, 47.972506518], [2.037677347, 47.973084899], [2.04099396, 47.971855606], [2.040477843, 47.969714811], [2.04374036, 47.968794596], [2.04370491, 47.968085112], [2.045723576, 47.967540817], [2.032418977, 47.956807583], [2.021195829, 47.949065511], [2.025449629, 47.943139197], [2.023231496, 47.94146026], [2.029553494, 47.940964531], [2.032119413, 47.940109982], [2.038966124, 47.939988874], [2.041648243, 47.939734476], [2.041043168, 47.935713686], [2.044929012, 47.935687735], [2.045752742, 47.934717014], [2.044873827, 47.933991662], [2.047222082, 47.932770509], [2.049823797, 47.934964209], [2.05400755, 47.933098942], [2.057415564, 47.932442323], [2.063424476, 47.930711051], [2.0616275, 47.927517864], [2.064302002, 47.927349293], [2.068245334, 47.926072013], [2.065726857, 47.924304182], [2.064191105, 47.922019415], [2.064526901, 47.920136553], [2.066257568, 47.919179203], [2.066986735, 47.917229256], [2.068576777, 47.917105972], [2.069491746, 47.914936976], [2.070684945, 47.913464989], [2.070410616, 47.912235189], [2.071425545, 47.909852758], [2.070706902, 47.905940069], [2.073472405, 47.90448138], [2.075396347, 47.903916028], [2.075262001, 47.902407426], [2.075885801, 47.901173], [2.079962816, 47.90170723], [2.083521271, 47.894447533], [2.086839153, 47.896453449], [2.089879475, 47.896630061], [2.093708757, 47.894807424], [2.096502976, 47.894735357], [2.098530947, 47.89171155], [2.102749964, 47.887375126], [2.105437132, 47.883227587], [2.107120575, 47.881938957], [2.107382943, 47.879622465], [2.108684713, 47.878107699], [2.108669006, 47.876572118], [2.103621329, 47.875467132], [2.101555398, 47.875805949], [2.100727583, 47.874366749], [2.100927696, 47.871948978], [2.090610941, 47.87173628], [2.079099613, 47.871605111], [2.075476507, 47.870717982], [2.068611558, 47.869724951], [2.059407939, 47.865600429], [2.057925034, 47.864594879], [2.056380122, 47.862038024], [2.054151845, 47.861440449], [2.05197975, 47.859795625], [2.047360692, 47.857090451], [2.043212646, 47.855286287], [2.040437777, 47.85506291], [2.036943528, 47.855352898], [2.034553606, 47.856760745], [2.032630802, 47.859316366], [2.031136942, 47.863643202], [2.030816595, 47.8661004], [2.03171249, 47.869124768], [2.033136442, 47.875554754], [2.032823983, 47.877138961], [2.031155418, 47.880454466], [2.027217827, 47.88374486], [2.025734812, 47.884574101], [2.022848409, 47.885388049], [2.014788949, 47.886632046], [2.007771168, 47.886461331], [2.006123312, 47.886783108], [2.004160522, 47.878922564], [2.007174298, 47.87773303], [2.004165474, 47.874091136], [2.003964075, 47.87327398], [1.996993367, 47.867516365], [1.981091584, 47.855600259], [1.980207935, 47.852447751], [1.987646807, 47.851333997], [1.989850915, 47.850398928], [1.997122381, 47.848280461], [1.99687059, 47.847452046], [1.999018606, 47.846283209], [2.002373573, 47.845202009], [2.000020564, 47.842348557], [2.001516582, 47.841853664], [1.998880386, 47.836939308], [1.996732912, 47.83647002], [1.995844475, 47.835237416], [2.002938183, 47.834918113], [2.001384502, 47.829598057], [1.999941148, 47.829016908], [2.00168002, 47.827741016], [2.002948174, 47.828041631], [2.001069236, 47.822900597], [2.001260049, 47.822561093], [2.000187203, 47.818632999], [2.001415531, 47.818622767], [2.001044397, 47.815116486], [1.999550318, 47.813416987], [2.000127375, 47.812503825], [1.998480271, 47.809427673], [1.995095626, 47.803990974], [1.994642088, 47.799782761], [1.995256983, 47.798914045], [2.004744345, 47.796778079], [2.00350829, 47.795016895], [2.002506492, 47.795085779], [2.001085165, 47.788471475]]]], ""type"": ""MultiPolygon""}";47.89783828, 1.929324283;faux
2013;244500468;Orléans Métropole;45;Loiret;24;Centre-Val de Loire;70675.48;1136994.73;2061397.15;1107918.56;16353.24;4393339.16;RTE,Enedis,GRDF,NaTran;4393.48;351423.33;835378.15;629861.5599999999;9920.24;1830976.76;RTE,Enedis;66282.0;785571.4;1226019.0;478057.0;6433.0;2562362.4;GRDF,NaTran;"{""coordinates"": [[[[2.001085165, 47.788471475], [1.996510661, 47.793499025], [1.992967275, 47.796231916], [1.992310278, 47.793257756], [1.99019295, 47.79326653], [1.989128576, 47.794239357], [1.988307521, 47.796042362], [1.986387161, 47.796364203], [1.986154732, 47.79748551], [1.982920719, 47.798179361], [1.979629596, 47.799338875], [1.978445453, 47.798114331], [1.976147104, 47.798356201], [1.972926933, 47.798184906], [1.967205843, 47.799536974], [1.968418185, 47.79571324], [1.970930091, 47.790227623], [1.969021123, 47.78824322], [1.96468907, 47.787382327], [1.965060632, 47.78166905], [1.964852397, 47.781046137], [1.966702235, 47.779382871], [1.966714547, 47.778679996], [1.964106069, 47.777125876], [1.959337081, 47.76144145], [1.953952138, 47.760340334], [1.950877651, 47.760212016], [1.947477024, 47.761928629], [1.945353479, 47.762447794], [1.940470454, 47.766521754], [1.937857983, 47.765971521], [1.925480489, 47.764979193], [1.924344901, 47.772352437], [1.914941648, 47.782922164], [1.923299275, 47.78384448], [1.926613234, 47.782428413], [1.927175328, 47.78760289], [1.926470944, 47.790474981], [1.924539034, 47.792548212], [1.922215245, 47.795759139], [1.921201445, 47.800497857], [1.92066239, 47.801320987], [1.920877984, 47.805115999], [1.922708081, 47.805329057], [1.924432501, 47.808456536], [1.920586606, 47.809401388], [1.923275053, 47.812301924], [1.921798992, 47.813003033], [1.918729169, 47.815653441], [1.919006212, 47.817144752], [1.920736219, 47.820795268], [1.919950748, 47.823211981], [1.92290721, 47.823867442], [1.919295185, 47.830412954], [1.91587828, 47.829510127], [1.914570771, 47.831682544], [1.913021127, 47.831373861], [1.912754446, 47.830426296], [1.910960456, 47.83043305], [1.911971453, 47.827079702], [1.909686466, 47.82600627], [1.905518228, 47.830328373], [1.905410937, 47.832618098], [1.906034257, 47.833573508], [1.899837954, 47.833524539], [1.897694915, 47.834048968], [1.893627025, 47.834435501], [1.888083133, 47.836360562], [1.886814768, 47.834494344], [1.888107176, 47.831823435], [1.885702209, 47.832469374], [1.877337388, 47.833136665], [1.870708546, 47.833440252], [1.860935381, 47.832687756], [1.857721386, 47.831959818], [1.854817173, 47.832182618], [1.850635946, 47.830877071], [1.847535244, 47.830853838], [1.84507462, 47.829979034], [1.840081811, 47.829376189], [1.835858684, 47.82830102], [1.831222113, 47.826644609], [1.824648078, 47.831867899], [1.821120969, 47.835759635], [1.817366971, 47.836846063], [1.81425501, 47.838090982], [1.810704412, 47.839095545], [1.810129967, 47.840150936], [1.808295747, 47.841398753], [1.809609329, 47.842444507], [1.811967445, 47.841385598], [1.815850428, 47.841850614], [1.819293148, 47.841131942], [1.817145951, 47.844375859], [1.813587496, 47.846375037], [1.810817037, 47.848643126], [1.809385249, 47.849284772], [1.807369695, 47.850970877], [1.801681107, 47.857018242], [1.805676467, 47.859135495], [1.804413513, 47.860401661], [1.80898583, 47.861558876], [1.812098778, 47.862849658], [1.809818885, 47.863479117], [1.805139522, 47.86356477], [1.801954905, 47.86326317], [1.802057259, 47.864774564], [1.805453126, 47.865917193], [1.811978822, 47.869410971], [1.811182674, 47.875518071], [1.810280762, 47.875228106], [1.808519671, 47.877814175], [1.80670351, 47.878377175], [1.804979537, 47.881025671], [1.802299726, 47.884398854], [1.803069651, 47.884909851], [1.804529705, 47.887338736], [1.806965457, 47.888159184], [1.805605204, 47.889795189], [1.80604886, 47.891073307], [1.808164416, 47.891798661], [1.807531239, 47.892700405], [1.810821677, 47.894093789], [1.809013952, 47.895748697], [1.808880645, 47.896500704], [1.806403515, 47.896192924], [1.805012694, 47.898879888], [1.797937778, 47.898460241], [1.795055458, 47.89860711], [1.793564991, 47.900879786], [1.793789162, 47.902383406], [1.788955886, 47.905426297], [1.786628111, 47.905715491], [1.780849817, 47.907031849], [1.778418238, 47.908743713], [1.775792035, 47.911167253], [1.773613099, 47.912127394], [1.772402145, 47.913604355], [1.769580048, 47.915850193], [1.769028139, 47.917421327], [1.767585963, 47.91817756], [1.774772136, 47.918349048], [1.772213893, 47.919775039], [1.7729577, 47.922062672], [1.774621289, 47.923954867], [1.776135222, 47.92485091], [1.78079696, 47.926295377], [1.784554017, 47.926730335], [1.785742746, 47.927217859], [1.788472318, 47.929666293], [1.784848106, 47.93447296], [1.783276431, 47.935492656], [1.783195663, 47.937904862], [1.782100723, 47.93775671], [1.78013004, 47.943015969], [1.778262961, 47.948762285], [1.77676279, 47.951363116], [1.774052981, 47.953193477], [1.773379196, 47.954809229], [1.774176947, 47.955308075], [1.774823017, 47.95755952], [1.774542479, 47.958682549], [1.772873115, 47.960178105], [1.773647348, 47.961407541], [1.775493508, 47.962121617], [1.778896471, 47.966403395], [1.780190714, 47.967292567], [1.787564489, 47.962247632], [1.790362033, 47.96320889], [1.789654879, 47.96436536], [1.795931354, 47.965866267], [1.799033394, 47.966297611], [1.799874791, 47.968616588], [1.804639779, 47.96924655], [1.807943237, 47.969911012], [1.807529583, 47.972154191], [1.808094447, 47.97284304], [1.813006973, 47.973609157], [1.820147011, 47.963606995], [1.823501244, 47.959921678], [1.825921931, 47.956683258], [1.826693143, 47.95646685], [1.835152071, 47.95761842], [1.842161727, 47.959620041], [1.842442458, 47.960325729], [1.84139272, 47.962741866], [1.847952824, 47.963641562], [1.849916026, 47.964692214], [1.849420984, 47.967558451], [1.854976736, 47.968144604], [1.857288212, 47.969031114], [1.858932157, 47.970174808], [1.865508029, 47.971207764], [1.869770785, 47.96413145], [1.871090269, 47.9670503], [1.874498955, 47.968975723], [1.877508424, 47.966092929], [1.878936833, 47.965720449], [1.887687859, 47.966931294], [1.888873935, 47.967952329], [1.897719341, 47.965424642], [1.903181352, 47.965761031], [1.908254726, 47.965319544], [1.913502674, 47.965248459], [1.919835044, 47.964767701], [1.922073462, 47.970281925], [1.929241721, 47.969448313], [1.929722506, 47.970992608], [1.931497586, 47.974021981], [1.935160599, 47.983034557], [1.935430147, 47.9886368], [1.935839959, 47.990328006], [1.936866736, 47.991876286], [1.939807838, 47.994115021], [1.943083649, 47.995921088], [1.94580389, 47.998501476], [1.947776092, 48.000948207], [1.948114354, 48.000863933], [1.956702327, 48.003710568], [1.958006844, 48.004341319], [1.961624185, 48.003633511], [1.962905699, 48.004209105], [1.965202266, 48.004313025], [1.967896476, 48.002936313], [1.969914926, 48.002650707], [1.974016693, 48.003851128], [1.974654675, 48.007750918], [1.976309994, 48.007733832], [1.979479958, 48.009432633], [1.981627257, 48.008104865], [1.984077741, 48.007186469], [1.987226086, 48.010939525], [1.990967999, 48.012848125], [1.996076757, 48.012787423], [2.001540625, 48.013312696], [2.003352487, 48.012611675], [2.003527388, 48.011156996], [2.001749309, 48.010423744], [1.999484866, 48.01009312], [1.994982037, 48.00827459], [1.996594362, 48.005641511], [1.998722035, 48.004327666], [1.997421453, 48.001550047], [1.994711838, 48.000602643], [1.993962845, 47.999793455], [1.990446004, 47.993926019], [1.989045226, 47.992430808], [1.992392566, 47.990979047], [1.992635654, 47.983479703], [1.99254039, 47.980662805], [1.9956691, 47.980659866], [2.001648124, 47.974367609], [2.003120641, 47.972112108], [2.004858548, 47.972704628], [2.011022459, 47.971050238], [2.016934212, 47.970397816], [2.018902465, 47.972815446], [2.021077157, 47.974442762], [2.025525207, 47.9755597], [2.029027473, 47.975268273], [2.030763515, 47.974370903], [2.034093495, 47.973377712], [2.034641447, 47.972506518], [2.037677347, 47.973084899], [2.04099396, 47.971855606], [2.040477843, 47.969714811], [2.04374036, 47.968794596], [2.04370491, 47.968085112], [2.045723576, 47.967540817], [2.032418977, 47.956807583], [2.021195829, 47.949065511], [2.025449629, 47.943139197], [2.023231496, 47.94146026], [2.029553494, 47.940964531], [2.032119413, 47.940109982], [2.038966124, 47.939988874], [2.041648243, 47.939734476], [2.041043168, 47.935713686], [2.044929012, 47.935687735], [2.045752742, 47.934717014], [2.044873827, 47.933991662], [2.047222082, 47.932770509], [2.049823797, 47.934964209], [2.05400755, 47.933098942], [2.057415564, 47.932442323], [2.063424476, 47.930711051], [2.0616275, 47.927517864], [2.064302002, 47.927349293], [2.068245334, 47.926072013], [2.065726857, 47.924304182], [2.064191105, 47.922019415], [2.064526901, 47.920136553], [2.066257568, 47.919179203], [2.066986735, 47.917229256], [2.068576777, 47.917105972], [2.069491746, 47.914936976], [2.070684945, 47.913464989], [2.070410616, 47.912235189], [2.071425545, 47.909852758], [2.070706902, 47.905940069], [2.073472405, 47.90448138], [2.075396347, 47.903916028], [2.075262001, 47.902407426], [2.075885801, 47.901173], [2.079962816, 47.90170723], [2.083521271, 47.894447533], [2.086839153, 47.896453449], [2.089879475, 47.896630061], [2.093708757, 47.894807424], [2.096502976, 47.894735357], [2.098530947, 47.89171155], [2.102749964, 47.887375126], [2.105437132, 47.883227587], [2.107120575, 47.881938957], [2.107382943, 47.879622465], [2.108684713, 47.878107699], [2.108669006, 47.876572118], [2.103621329, 47.875467132], [2.101555398, 47.875805949], [2.100727583, 47.874366749], [2.100927696, 47.871948978], [2.090610941, 47.87173628], [2.079099613, 47.871605111], [2.075476507, 47.870717982], [2.068611558, 47.869724951], [2.059407939, 47.865600429], [2.057925034, 47.864594879], [2.056380122, 47.862038024], [2.054151845, 47.861440449], [2.05197975, 47.859795625], [2.047360692, 47.857090451], [2.043212646, 47.855286287], [2.040437777, 47.85506291], [2.036943528, 47.855352898], [2.034553606, 47.856760745], [2.032630802, 47.859316366], [2.031136942, 47.863643202], [2.030816595, 47.8661004], [2.03171249, 47.869124768], [2.033136442, 47.875554754], [2.032823983, 47.877138961], [2.031155418, 47.880454466], [2.027217827, 47.88374486], [2.025734812, 47.884574101], [2.022848409, 47.885388049], [2.014788949, 47.886632046], [2.007771168, 47.886461331], [2.006123312, 47.886783108], [2.004160522, 47.878922564], [2.007174298, 47.87773303], [2.004165474, 47.874091136], [2.003964075, 47.87327398], [1.996993367, 47.867516365], [1.981091584, 47.855600259], [1.980207935, 47.852447751], [1.987646807, 47.851333997], [1.989850915, 47.850398928], [1.997122381, 47.848280461], [1.99687059, 47.847452046], [1.999018606, 47.846283209], [2.002373573, 47.845202009], [2.000020564, 47.842348557], [2.001516582, 47.841853664], [1.998880386, 47.836939308], [1.996732912, 47.83647002], [1.995844475, 47.835237416], [2.002938183, 47.834918113], [2.001384502, 47.829598057], [1.999941148, 47.829016908], [2.00168002, 47.827741016], [2.002948174, 47.828041631], [2.001069236, 47.822900597], [2.001260049, 47.822561093], [2.000187203, 47.818632999], [2.001415531, 47.818622767], [2.001044397, 47.815116486], [1.999550318, 47.813416987], [2.000127375, 47.812503825], [1.998480271, 47.809427673], [1.995095626, 47.803990974], [1.994642088, 47.799782761], [1.995256983, 47.798914045], [2.004744345, 47.796778079], [2.00350829, 47.795016895], [2.002506492, 47.795085779], [2.001085165, 47.788471475]]]], ""type"": ""MultiPolygon""}";47.89783828, 1.929324283;faux
